OutcomeType;AnimalType;SexuponOutcome;Sex;Intact;AgeNumber;AgeType;AgeTypeNormalized;AgeInYears;Breed;Mix;Color
Died;Dog;Intact Female;Female;Intact;3;months;month;0.25;Beagle Mix;TRUE;White/Brown
Adoption;Dog;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Labrador Retriever Mix;TRUE;Buff
Return_to_owner;Dog;Intact Male;Male;Intact;6;years;year;6;Chihuahua Shorthair Mix;TRUE;Black/Tan
Adoption;Cat;Neutered Male;Male;Non-intact;5;years;year;5;Domestic Longhair Mix;TRUE;Blue/White
Return_to_owner;Dog;Neutered Male;Male;Non-intact;6;years;year;6;American Bulldog Mix;TRUE;White
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Labrador Retriever Mix;TRUE;Tan
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Cream Tabby/White
Return_to_owner;Dog;Neutered Male;Male;Non-intact;4;months;month;0.333333333;Catahoula/Plott Hound;FALSE;Brown Merle
Transfer;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Tortie
Transfer;Cat;Intact Female;Female;Intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Black/White
Adoption;Dog;Neutered Male;Male;Non-intact;4;months;month;0.333333333;Pit Bull/Pointer;FALSE;Black/White
Adoption;Cat;Spayed Female;Female;Non-intact;8;years;year;8;Domestic Shorthair Mix;TRUE;Black/White
Transfer;Cat;Unknown;Unknown;Unknown;1;weeks;week;0.019230769;Domestic Shorthair Mix;TRUE;Black/White
Transfer;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Pit Bull Mix;TRUE;Fawn
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Chihuahua Shorthair/Yorkshire Terrier;FALSE;Silver/Tan
Adoption;Cat;Spayed Female;Female;Non-intact;3;months;month;0.25;Domestic Medium Hair Mix;TRUE;Tortie
Return_to_owner;Dog;Neutered Male;Male;Non-intact;3;years;year;3;German Wirehaired Pointer;FALSE;Black/Gray
Adoption;Dog;Spayed Female;Female;Non-intact;3;months;month;0.25;Dachshund Mix;TRUE;Black/Tan
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Border Collie Mix;TRUE;Black
Transfer;Cat;Unknown;Unknown;Unknown;1;month;month;0.083333333;Domestic Shorthair Mix;TRUE;Black
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Rat Terrier/Chihuahua Shorthair;FALSE;White/Black
Return_to_owner;Dog;Intact Female;Female;Intact;5;years;year;5;Labrador Retriever Mix;TRUE;Black
Transfer;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Pointer Mix;TRUE;Black/White
Transfer;Dog;Neutered Male;Male;Non-intact;2;years;year;2;American Staffordshire Terrier/American Bulldog;FALSE;Brown Brindle/White
Return_to_owner;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Rottweiler Mix;TRUE;Black
Return_to_owner;Dog;Neutered Male;Male;Non-intact;7;years;year;7;Pomeranian Mix;TRUE;Tan
Return_to_owner;Dog;Spayed Female;Female;Non-intact;10;months;month;0.833333333;Pit Bull Mix;TRUE;Brown
Adoption;Dog;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Anatol Shepherd Mix;TRUE;White/Brown
Return_to_owner;Dog;Neutered Male;Male;Non-intact;12;years;year;12;Border Collie Mix;TRUE;Tricolor
Transfer;Cat;Intact Male;Male;Intact;4;weeks;week;0.076923077;Domestic Shorthair Mix;TRUE;Black
Euthanasia;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Staffordshire Mix;TRUE;Black/Brown Brindle
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Longhair Mix;TRUE;Tortie
Transfer;Dog;Intact Male;Male;Intact;1;year;year;1;Lhasa Apso/Pbgv;FALSE;Black/Tan
Transfer;Dog;Intact Male;Male;Intact;3;years;year;3;Labrador Retriever/Harrier;FALSE;Tan/White
Transfer;Cat;Intact Male;Male;Intact;1;year;year;1;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Transfer;Cat;Intact Male;Male;Intact;3;weeks;week;0.057692308;Domestic Shorthair Mix;TRUE;Black/White
Transfer;Cat;Intact Male;Male;Intact;3;weeks;week;0.057692308;Domestic Shorthair Mix;TRUE;Orange Tabby
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Golden Retriever/Labrador Retriever;FALSE;Buff
Transfer;Cat;Neutered Male;Male;Non-intact;5;months;month;0.416666667;Domestic Shorthair Mix;TRUE;Cream Tabby
Transfer;Dog;Spayed Female;Female;Non-intact;8;years;year;8;Pit Bull Mix;TRUE;Black/White
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;American Pit Bull Terrier Mix;TRUE;Black/White
Adoption;Cat;Spayed Female;Female;Non-intact;5;months;month;0.416666667;Domestic Shorthair Mix;TRUE;Tortie
Adoption;Dog;Neutered Male;Male;Non-intact;5;years;year;5;Rat Terrier Mix;TRUE;Brown/White
Transfer;Cat;Intact Male;Male;Intact;1;year;year;1;Domestic Shorthair Mix;TRUE;Orange Tabby
Adoption;Dog;Spayed Female;Female;Non-intact;6;years;year;6;Rat Terrier Mix;TRUE;Tricolor
Transfer;Dog;Intact Male;Male;Intact;1;year;year;1;Anatol Shepherd/Labrador Retriever;FALSE;White/Tan
Transfer;Dog;Neutered Male;Male;Non-intact;10;years;year;10;Pekingese Mix;TRUE;White/Tan
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Chihuahua Shorthair Mix;TRUE;White/Black
Transfer;Cat;Intact Male;Male;Intact;4;months;month;0.333333333;Domestic Shorthair Mix;TRUE;White
Transfer;Dog;Intact Female;Female;Intact;2;years;year;2;Standard Schnauzer Mix;TRUE;Black
Return_to_owner;Dog;Neutered Male;Male;Non-intact;4;years;year;4;Boston Terrier Mix;TRUE;Black/White
Transfer;Cat;Intact Female;Female;Intact;2;days;day;0.005475702;Domestic Shorthair Mix;TRUE;Black/White
Transfer;Cat;Intact Female;Female;Intact;1;week;week;0.019230769;Domestic Shorthair Mix;TRUE;Blue
Return_to_owner;Dog;Neutered Male;Male;Non-intact;8;years;year;8;Rottweiler Mix;TRUE;Black
Return_to_owner;Dog;Spayed Female;Female;Non-intact;4;years;year;4;Affenpinscher Mix;TRUE;Black
Transfer;Dog;Neutered Male;Male;Non-intact;5;months;month;0.416666667;German Shepherd Mix;TRUE;Tricolor
Euthanasia;Dog;Intact Male;Male;Intact;10;years;year;10;German Shepherd Mix;TRUE;Brown
Euthanasia;Cat;Neutered Male;Male;Non-intact;18;years;year;18;Domestic Longhair Mix;TRUE;White/Black
Return_to_owner;Dog;Intact Female;Female;Intact;2;years;year;2;Alaskan Husky;FALSE;Black/White
Transfer;Dog;Intact Female;Female;Intact;11;months;month;0.916666667;Pit Bull Mix;TRUE;Black
Transfer;Cat;Intact Female;Female;Intact;2;days;day;0.005475702;Domestic Shorthair Mix;TRUE;Blue/White
Adoption;Cat;Neutered Male;Male;Non-intact;1;month;month;0.083333333;Domestic Shorthair Mix;TRUE;Blue Tabby/White
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Brown Tabby
Transfer;Dog;Intact Female;Female;Intact;4;years;year;4;Pit Bull Mix;TRUE;Chocolate/White
Adoption;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Maltese/Chihuahua Shorthair;FALSE;White/Buff
Adoption;Dog;Intact Male;Male;Intact;2;months;month;0.166666667;Chihuahua Shorthair Mix;TRUE;Brown/White
Transfer;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Orange Tabby
Adoption;Dog;Spayed Female;Female;Non-intact;5;months;month;0.416666667;German Shepherd Mix;TRUE;Black/Brown
Transfer;Cat;Neutered Male;Male;Non-intact;6;months;month;0.5;Domestic Shorthair Mix;TRUE;Chocolate
Transfer;Cat;Intact Female;Female;Intact;1;year;year;1;Domestic Shorthair Mix;TRUE;Black/White
Transfer;Cat;Intact Male;Male;Intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Adoption;Cat;Spayed Female;Female;Non-intact;4;months;month;0.333333333;Domestic Shorthair Mix;TRUE;Orange Tabby
Return_to_owner;Dog;Neutered Male;Male;Non-intact;6;years;year;6;Pit Bull Mix;TRUE;Brown Brindle/White
Adoption;Cat;Spayed Female;Female;Non-intact;3;months;month;0.25;Domestic Longhair Mix;TRUE;Black/White
Transfer;Cat;Intact Male;Male;Intact;5;months;month;0.416666667;Domestic Shorthair;FALSE;Orange/White
Adoption;Dog;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Plott Hound Mix;TRUE;Brown Brindle
Euthanasia;Dog;Neutered Male;Male;Non-intact;4;years;year;4;Carolina Dog Mix;TRUE;Tan
Adoption;Cat;Spayed Female;Female;Non-intact;1;year;year;1;Domestic Medium Hair Mix;TRUE;Black/White
Return_to_owner;Dog;Spayed Female;Female;Non-intact;6;years;year;6;Chihuahua Shorthair Mix;TRUE;Black/White
Transfer;Cat;Intact Female;Female;Intact;4;months;month;0.333333333;Domestic Shorthair Mix;TRUE;Black/White
Transfer;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Chihuahua Shorthair Mix;TRUE;White/Tan
Transfer;Cat;Spayed Female;Female;Non-intact;1;year;year;1;Snowshoe Mix;TRUE;Seal Point
Return_to_owner;Dog;Intact Female;Female;Intact;11;years;year;11;Boxer Mix;TRUE;White
Transfer;Dog;Spayed Female;Female;Non-intact;10;months;month;0.833333333;Siberian Husky Mix;TRUE;Black/White
Transfer;Cat;Intact Male;Male;Intact;3;weeks;week;0.057692308;Domestic Shorthair Mix;TRUE;Orange Tabby
Transfer;Cat;Intact Female;Female;Intact;1;year;year;1;Domestic Shorthair Mix;TRUE;Tortie
Adoption;Dog;Neutered Male;Male;Non-intact;4;years;year;4;Pit Bull Mix;TRUE;Black/White
Transfer;Cat;Intact Female;Female;Intact;6;months;month;0.5;Domestic Shorthair Mix;TRUE;Torbie
Adoption;Dog;Spayed Female;Female;Non-intact;10;months;month;0.833333333;Pit Bull;FALSE;Brown/White
Adoption;Dog;Spayed Female;Female;Non-intact;3;years;year;3;Yorkshire Terrier Mix;TRUE;Tan/Black
Transfer;Dog;Intact Female;Female;Intact;2;days;day;0.005475702;Pit Bull Mix;TRUE;Chocolate/White
Transfer;Dog;Spayed Female;Female;Non-intact;6;years;year;6;Chihuahua Shorthair Mix;TRUE;White/Tan
Return_to_owner;Dog;Spayed Female;Female;Non-intact;5;years;year;5;Beagle Mix;TRUE;Tricolor
Transfer;Cat;Intact Male;Male;Intact;2;years;year;2;Domestic Shorthair Mix;TRUE;Cream Tabby/White
Return_to_owner;Cat;Spayed Female;Female;Non-intact;14;years;year;14;Domestic Shorthair Mix;TRUE;Blue/White
Adoption;Cat;Spayed Female;Female;Non-intact;1;year;year;1;Domestic Shorthair Mix;TRUE;Calico
Return_to_owner;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Miniature Poodle/Maltese;FALSE;White
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Chihuahua Shorthair Mix;TRUE;Black
Transfer;Cat;Unknown;Unknown;Unknown;3;years;year;3;Domestic Shorthair Mix;TRUE;Orange Tabby
Euthanasia;Cat;Intact Female;Female;Intact;4;weeks;week;0.076923077;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Black
Adoption;Dog;Neutered Male;Male;Non-intact;10;months;month;0.833333333;Labrador Retriever;FALSE;Black/White
Adoption;Cat;Spayed Female;Female;Non-intact;1;month;month;0.083333333;Domestic Shorthair Mix;TRUE;Calico
Transfer;Cat;Intact Male;Male;Intact;4;months;month;0.333333333;Domestic Shorthair Mix;TRUE;Orange Tabby/White
Return_to_owner;Dog;Neutered Male;Male;Non-intact;4;years;year;4;German Shepherd/Alaskan Malamute;FALSE;Brown/White
Adoption;Dog;Spayed Female;Female;Non-intact;4;months;month;0.333333333;Chihuahua Shorthair Mix;TRUE;Black
Return_to_owner;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Pit Bull Mix;TRUE;Brown/White
Transfer;Cat;Spayed Female;Female;Non-intact;4;months;month;0.333333333;Domestic Shorthair Mix;TRUE;Calico/Blue Tabby
Transfer;Cat;Intact Male;Male;Intact;2;days;day;0.005475702;Domestic Shorthair Mix;TRUE;Black
Transfer;Cat;Unknown;Unknown;Unknown;1;day;day;0.002737851;Domestic Shorthair Mix;TRUE;Black
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Siamese Mix;TRUE;Seal Point/White
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Longhair Mix;TRUE;Brown Tabby
Return_to_owner;Dog;Neutered Male;Male;Non-intact;7;months;month;0.583333333;Chihuahua Shorthair/Jack Russell Terrier;FALSE;Tricolor
Transfer;Dog;Spayed Female;Female;Non-intact;12;years;year;12;Boxer/Labrador Retriever;FALSE;Brown Brindle
Return_to_owner;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Yorkshire Terrier/Chihuahua Shorthair;FALSE;White/Black
Return_to_owner;Dog;Spayed Female;Female;Non-intact;5;years;year;5;Australian Shepherd Mix;TRUE;Black/White
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Chihuahua Shorthair Mix;TRUE;Brown/White
Adoption;Cat;Neutered Male;Male;Non-intact;4;years;year;4;Domestic Shorthair Mix;TRUE;Black/White
Transfer;Dog;Spayed Female;Female;Non-intact;5;years;year;5;Rat Terrier Mix;TRUE;Black/White
Adoption;Dog;Neutered Male;Male;Non-intact;2;months;month;0.166666667;German Shepherd Mix;TRUE;Sable
Adoption;Cat;Neutered Male;Male;Non-intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Black Smoke
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Bull Terrier Mix;TRUE;White
Adoption;Cat;Spayed Female;Female;Non-intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;White/Blue Tabby
Adoption;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Beagle/Boxer;FALSE;Brown/White
Transfer;Cat;Intact Male;Male;Intact;1;month;month;0.083333333;Domestic Shorthair Mix;TRUE;Blue/White
Adoption;Cat;Spayed Female;Female;Non-intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Calico
Transfer;Cat;Unknown;Unknown;Unknown;2;days;day;0.005475702;Domestic Shorthair Mix;TRUE;Brown Tabby
Return_to_owner;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Border Collie/Australian Cattle Dog;FALSE;White/Brown
Return_to_owner;Dog;Neutered Male;Male;Non-intact;4;years;year;4;Cane Corso;FALSE;Brown Brindle
Euthanasia;Dog;Spayed Female;Female;Non-intact;3;years;year;3;Pit Bull Mix;TRUE;Black/White
Transfer;Cat;Intact Male;Male;Intact;2;weeks;week;0.038461538;Domestic Shorthair Mix;TRUE;Black
Adoption;Dog;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Jack Russell Terrier Mix;TRUE;White/Brown
Return_to_owner;Cat;Spayed Female;Female;Non-intact;4;years;year;4;Domestic Shorthair Mix;TRUE;Black/White
Adoption;Dog;Intact Female;Female;Intact;1;month;month;0.083333333;Labrador Retriever/Pit Bull;FALSE;White/Black
Transfer;Cat;Unknown;Unknown;Unknown;3;days;day;0.008213552;Domestic Shorthair Mix;TRUE;Orange Tabby
Transfer;Cat;Intact Female;Female;Intact;8;months;month;0.666666667;Domestic Shorthair Mix;TRUE;Blue
Return_to_owner;Dog;Neutered Male;Male;Non-intact;10;years;year;10;Akita/German Shepherd;FALSE;White/Black
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Pit Bull Mix;TRUE;Tan/White
Adoption;Cat;Spayed Female;Female;Non-intact;3;years;year;3;Maine Coon Mix;TRUE;Torbie
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Brown Tabby
Return_to_owner;Dog;Neutered Male;Male;Non-intact;8;years;year;8;German Shepherd/Chow Chow;FALSE;Brown
Transfer;Dog;Neutered Male;Male;Non-intact;10;months;month;0.833333333;Chihuahua Shorthair Mix;TRUE;Tan
Return_to_owner;Dog;Neutered Male;Male;Non-intact;1;year;year;1;German Shepherd Mix;TRUE;White
Return_to_owner;Dog;Spayed Female;Female;Non-intact;9;years;year;9;Pug;FALSE;Tan/Black
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Black
Return_to_owner;Dog;Intact Female;Female;Intact;2;years;year;2;Border Collie Mix;TRUE;Black/White
Adoption;Dog;Neutered Male;Male;Non-intact;3;months;month;0.25;Cairn Terrier Mix;TRUE;Brown
Adoption;Dog;Spayed Female;Female;Non-intact;5;months;month;0.416666667;Labrador Retriever/German Shepherd;FALSE;Brown/Black
Transfer;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Orange Tabby
Transfer;Cat;Intact Male;Male;Intact;2;weeks;week;0.038461538;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Adoption;Cat;Neutered Male;Male;Non-intact;6;months;month;0.5;Domestic Medium Hair Mix;TRUE;Blue/White
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Labrador Retriever Mix;TRUE;Black/White
Adoption;Cat;Neutered Male;Male;Non-intact;9;years;year;9;Domestic Shorthair Mix;TRUE;Black
Transfer;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Wire Hair Fox Terrier/Chihuahua Shorthair;FALSE;Cream
Transfer;Dog;Intact Female;Female;Intact;4;years;year;4;Chihuahua Shorthair Mix;TRUE;Black/Tan
Adoption;Dog;Neutered Male;Male;Non-intact;2;months;month;0.166666667;German Shepherd Mix;TRUE;Brown/White
Transfer;Dog;Intact Female;Female;Intact;2;years;year;2;Labrador Retriever Mix;TRUE;Black
Return_to_owner;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Cairn Terrier Mix;TRUE;Tan/White
Died;Cat;Intact Male;Male;Intact;1;month;month;0.083333333;Domestic Shorthair Mix;TRUE;Orange Tabby/White
Euthanasia;Cat;Intact Female;Female;Intact;2;months;month;0.166666667;Domestic Medium Hair Mix;TRUE;Brown Tabby
Adoption;Dog;Neutered Male;Male;Non-intact;5;months;month;0.416666667;Siberian Husky/Labrador Retriever;FALSE;White/Brown
Adoption;Dog;Spayed Female;Female;Non-intact;3;years;year;3;Chihuahua Shorthair Mix;TRUE;Black
Adoption;Cat;Neutered Male;Male;Non-intact;6;years;year;6;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Adoption;Dog;Intact Female;Female;Intact;12;years;year;12;Chihuahua Shorthair Mix;TRUE;White/Tan
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Staffordshire Mix;TRUE;Brown/White
Transfer;Dog;Intact Male;Male;Intact;3;weeks;week;0.057692308;Pit Bull Mix;TRUE;Brown/White
Transfer;Dog;Neutered Male;Male;Non-intact;5;years;year;5;Beagle Mix;TRUE;Tricolor
Transfer;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Maltese/Shih Tzu;FALSE;White
Return_to_owner;Dog;Spayed Female;Female;Non-intact;4;years;year;4;Labrador Retriever;FALSE;Yellow
Adoption;Dog;Spayed Female;Female;Non-intact;3;months;month;0.25;Dachshund Mix;TRUE;White/Brown
Return_to_owner;Dog;Spayed Female;Female;Non-intact;3;years;year;3;Lhasa Apso Mix;TRUE;Brown/Gray
Adoption;Dog;Neutered Male;Male;Non-intact;5;months;month;0.416666667;Harrier Mix;TRUE;Tricolor
Euthanasia;Dog;Spayed Female;Female;Non-intact;3;years;year;3;Staffordshire Mix;TRUE;Fawn
Return_to_owner;Dog;Spayed Female;Female;Non-intact;5;years;year;5;Norwich Terrier Mix;TRUE;Red/White
Transfer;Cat;Intact Male;Male;Intact;2;weeks;week;0.038461538;Domestic Shorthair Mix;TRUE;White/Orange Tabby
Return_to_owner;Dog;Spayed Female;Female;Non-intact;3;years;year;3;Chihuahua Shorthair Mix;TRUE;Tan/White
Adoption;Dog;Spayed Female;Female;Non-intact;3;months;month;0.25;Chihuahua Shorthair/Jack Russell Terrier;FALSE;Red/White
Return_to_owner;Dog;Neutered Male;Male;Non-intact;5;years;year;5;Labrador Retriever Mix;TRUE;Black/White
Return_to_owner;Cat;Intact Male;Male;Intact;5;years;year;5;Domestic Medium Hair Mix;TRUE;Black
Adoption;Dog;Neutered Male;Male;Non-intact;8;months;month;0.666666667;Basset Hound Mix;TRUE;Black/White
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Jack Russell Terrier/Pit Bull;FALSE;White/Brown
Transfer;Dog;Neutered Male;Male;Non-intact;6;months;month;0.5;Beagle;FALSE;Orange/White
Return_to_owner;Dog;Neutered Male;Male;Non-intact;8;years;year;8;Bernese Mountain Dog Mix;TRUE;Tricolor
Transfer;Cat;Intact Female;Female;Intact;4;weeks;week;0.076923077;Domestic Shorthair Mix;TRUE;Calico
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Black
Transfer;Dog;Neutered Male;Male;Non-intact;4;months;month;0.333333333;Anatol Shepherd/Labrador Retriever;FALSE;Buff
Adoption;Dog;Spayed Female;Female;Non-intact;8;years;year;8;Cocker Spaniel Mix;TRUE;White/Liver
Transfer;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Chihuahua Shorthair Mix;TRUE;Gold
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Longhair Mix;TRUE;Black
Return_to_owner;Dog;Spayed Female;Female;Non-intact;13;years;year;13;Great Pyrenees Mix;TRUE;White
Transfer;Dog;Neutered Male;Male;Non-intact;5;years;year;5;Pug;FALSE;Brown/Black
Transfer;Dog;Neutered Male;Male;Non-intact;5;months;month;0.416666667;Chihuahua Longhair Mix;TRUE;Brown
Transfer;Dog;Intact Male;Male;Intact;1;month;month;0.083333333;Labrador Retriever Mix;TRUE;Black/White
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Siberian Husky Mix;TRUE;White
Adoption;Cat;Spayed Female;Female;Non-intact;1;year;year;1;Domestic Shorthair Mix;TRUE;Calico
Adoption;Dog;Spayed Female;Female;Non-intact;6;months;month;0.5;Chihuahua Shorthair/Yorkshire Terrier;FALSE;Black/Brown
Adoption;Cat;Spayed Female;Female;Non-intact;7;years;year;7;Domestic Shorthair Mix;TRUE;Calico
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Alaskan Malamute/Akita;FALSE;Brown/Black
Transfer;Dog;Neutered Male;Male;Non-intact;4;years;year;4;Chow Chow;FALSE;Blue
Euthanasia;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Rottweiler;FALSE;Black/Brown
Adoption;Dog;Spayed Female;Female;Non-intact;12;years;year;12;Labrador Retriever Mix;TRUE;Yellow
Adoption;Dog;Spayed Female;Female;Non-intact;4;years;year;4;Collie Rough Mix;TRUE;Tan/Black
Transfer;Cat;Unknown;Unknown;Unknown;3;days;day;0.008213552;Domestic Shorthair Mix;TRUE;Black
Transfer;Cat;Intact Female;Female;Intact;1;year;year;1;Domestic Shorthair Mix;TRUE;Tortie
Transfer;Cat;Intact Male;Male;Intact;1;month;month;0.083333333;Domestic Shorthair Mix;TRUE;Orange Tabby/White
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Orange Tabby
Transfer;Cat;Intact Male;Male;Intact;2;weeks;week;0.038461538;Domestic Shorthair Mix;TRUE;Brown Tabby
