OutcomeType;AnimalType;SexuponOutcome;Sex;Intact;AgeNumber;AgeType;AgeTypeNormalized;AgeInYears;Breed 1;Breed 2;Mix;Primary Color;ColorAddition1;Secondary Color;ColorAddition2
Adoption;Cat;Spayed Female;Female;Non-intact;3;months;month;0.25;Domestic Medium Hair ;;TRUE;Tortie;;;
Return_to_owner;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Dachshund ;;TRUE;White;;Brown;
Transfer;Cat;Intact Male;Male;Intact;2;years;year;2;Domestic Shorthair ;;TRUE;Black;;White;
Adoption;Dog;Spayed Female;Female;Non-intact;3;months;month;0.25;German Shepherd ;;TRUE;Black;;Brown;
Transfer;Cat;Intact Female;Female;Intact;2;years;year;2;Domestic Shorthair ;;TRUE;Torbie;;;
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair ;;TRUE;Brown;Tabby;;
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Pit Bull ;;TRUE;Blue;;White;
Transfer;Cat;Intact Female;Female;Intact;3;months;month;0.25;Domestic Shorthair ;;TRUE;Brown;Tabby;;
Transfer;Dog;Intact Female;Female;Intact;2;months;month;0.166666667;Weimaraner ;;TRUE;Chocolate;;;
Transfer;Dog;Spayed Female;Female;Non-intact;1;year;year;1;German Shepherd ;;TRUE;Black;;Tan;
Euthanasia;Cat;Unknown;Unknown;Unknown;1;year;year;1;Domestic Shorthair ;;TRUE;Brown;Tabby;;
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Pit Bull ;;TRUE;Blue;;White;
Transfer;Cat;Unknown;Unknown;Unknown;1;day;day;0.002737851;Domestic Shorthair ;;TRUE;Orange;Tabby;;
Return_to_owner;Dog;Intact Male;Male;Intact;2;years;year;2;Chihuahua Shorthair ;;TRUE;Tan;;;
Euthanasia;Dog;Spayed Female;Female;Non-intact;5;years;year;5;German Shepherd ;;TRUE;Tan;;Black;
Adoption;Dog;Spayed Female;Female;Non-intact;3;years;year;3;German Shepherd ;;TRUE;Black;;Brown;
Euthanasia;Dog;Neutered Male;Male;Non-intact;10;months;month;0.833333333;Australian Shepherd ;;TRUE;Tricolor;;;
Transfer;Cat;Neutered Male;Male;Non-intact;1;month;month;0.083333333;Domestic Medium Hair ;;TRUE;Orange;Tabby;;
Transfer;Cat;Unknown;Unknown;Unknown;1;weeks;week;0.019230769;Domestic Shorthair ;;TRUE;Orange;;Orange;Tabby
Transfer;Cat;Unknown;Unknown;Unknown;2;weeks;week;0.038461538;Domestic Shorthair ;;TRUE;Brown;Tabby;;
Adoption;Dog;Spayed Female;Female;Non-intact;3;years;year;3;Saluki ;;TRUE;Brown;;White;
Transfer;Dog;Neutered Male;Male;Non-intact;6;years;year;6;German Shepherd;;FALSE;Black;;Brown;
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Boxer;American Bulldog;FALSE;White;;Brown;
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Chihuahua Shorthair ;;TRUE;Red;;Black;
Return_to_owner;Cat;Neutered Male;Male;Non-intact;10;years;year;10;Domestic Shorthair ;;TRUE;Orange;Tabby;;
Transfer;Dog;Neutered Male;Male;Non-intact;6;months;month;0.5;Pit Bull ;;TRUE;White;;Black;
Transfer;Cat;Intact Female;Female;Intact;1;month;month;0.083333333;Domestic Shorthair ;;TRUE;Brown;Tabby;White;
Adoption;Dog;Neutered Male;Male;Non-intact;10;months;month;0.833333333;Labrador Retriever ;;TRUE;Yellow;;;
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair ;;TRUE;Brown;Tabby;;
Transfer;Cat;Intact Male;Male;Intact;2;years;year;2;Domestic Shorthair ;;TRUE;Black;;;
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Australian Cattle Dog ;;TRUE;White;;Brown;Brindle
Transfer;Cat;Neutered Male;Male;Non-intact;2;years;year;2;Domestic Shorthair ;;TRUE;Orange;Tabby;White;
Transfer;Cat;Neutered Male;Male;Non-intact;3;months;month;0.25;Domestic Shorthair ;;TRUE;Brown;Tabby;White;
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Australian Kelpie ;;TRUE;Black;;Tan;
Transfer;Dog;Intact Female;Female;Intact;2;years;year;2;Australian Cattle Dog ;;TRUE;Red;Tick;White;
Transfer;Cat;Neutered Male;Male;Non-intact;3;months;month;0.25;Domestic Shorthair ;;TRUE;Brown;Tabby;White;
Adoption;Dog;Spayed Female;Female;Non-intact;7;months;month;0.583333333;Boxer ;;TRUE;Fawn;;White;
Transfer;Cat;Intact Male;Male;Intact;2;weeks;week;0.038461538;Domestic Shorthair ;;TRUE;Orange;Tabby;;
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Chihuahua Shorthair ;;TRUE;White;;Cream;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;8;years;year;8;Pit Bull ;;TRUE;Brown;;White;
Transfer;Cat;Intact Female;Female;Intact;2;months;month;0.166666667;Domestic Shorthair ;;TRUE;White;;Blue;
Adoption;Dog;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Labrador Retriever ;;TRUE;Chocolate;;;
Transfer;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Rottweiler;Basset Hound;FALSE;Black;;Brown;
Adoption;Dog;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Miniature Schnauzer;Miniature Poodle;FALSE;White;;Buff;
Adoption;Dog;Neutered Male;Male;Non-intact;6;months;month;0.5;Chihuahua Shorthair;Cardigan Welsh Corgi;FALSE;Brown;;White;
Adoption;Dog;Neutered Male;Male;Non-intact;8;years;year;8;Chihuahua Shorthair ;;TRUE;Yellow;;;
Transfer;Cat;Neutered Male;Male;Non-intact;1;year;year;1;Domestic Shorthair ;;TRUE;Brown;Tabby;;
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Shiba Inu ;;TRUE;Tan;;;
Transfer;Dog;Intact Female;Female;Intact;9;months;month;0.75;Pit Bull ;;TRUE;Brown;Brindle;White;
Transfer;Cat;Neutered Male;Male;Non-intact;2;years;year;2;Domestic Shorthair;;FALSE;White;;Black;
Euthanasia;Cat;Unknown;Unknown;Unknown;1;month;month;0.083333333;Domestic Shorthair ;;TRUE;Black;;;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;9;years;year;9;Miniature Schnauzer;;FALSE;White;;;
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;German Shepherd;Siberian Husky;FALSE;Sable;;;
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Chihuahua Shorthair;Pug;FALSE;Brown;;;
Adoption;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Greyhound ;;TRUE;Yellow;Brindle;White;
Adoption;Cat;Neutered Male;Male;Non-intact;3;years;year;3;Domestic Shorthair ;;TRUE;Brown;Tabby;;
Transfer;Dog;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Border Collie ;;TRUE;Brown;;White;
Adoption;Dog;Neutered Male;Male;Non-intact;5;years;year;5;Chihuahua Shorthair ;;TRUE;Tan;;White;
Transfer;Dog;Intact Male;Male;Intact;2;months;month;0.166666667;Dachshund;Chihuahua Shorthair;FALSE;Red;;White;
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Cocker Spaniel;Chihuahua Shorthair;FALSE;White;;White;
Adoption;Cat;Spayed Female;Female;Non-intact;3;months;month;0.25;Domestic Shorthair ;;TRUE;Brown;Tabby;White;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Pit Bull ;;TRUE;White;;;
Died;Dog;Intact Female;Female;Intact;3;days;day;0.008213552;Pit Bull ;;TRUE;Brown;;White;
Adoption;Dog;Neutered Male;Male;Non-intact;4;months;month;0.333333333;Manchester Terrier;Dachshund;FALSE;Tricolor;;;
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Chihuahua Shorthair ;;TRUE;Red;;White;
Adoption;Cat;Spayed Female;Female;Non-intact;3;months;month;0.25;Domestic Shorthair ;;TRUE;Black;;;
Adoption;Dog;Neutered Male;Male;Non-intact;6;months;month;0.5;Catahoula ;;TRUE;White;;Brown;
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair ;;TRUE;Black;;;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;6;years;year;6;Rottweiler;Australian Cattle Dog;FALSE;Tricolor;;;
Adoption;Dog;Spayed Female;Female;Non-intact;9;months;month;0.75;Feist ;;TRUE;Tan;;White;
Adoption;Cat;Spayed Female;Female;Non-intact;7;months;month;0.583333333;Domestic Shorthair ;;TRUE;Brown;Tabby;;
Transfer;Cat;Neutered Male;Male;Non-intact;2;years;year;2;Domestic Shorthair ;;TRUE;Cream;Tabby;;
Adoption;Dog;Neutered Male;Male;Non-intact;10;months;month;0.833333333;Labrador Retriever ;;TRUE;Black;;White;
Transfer;Dog;Spayed Female;Female;Non-intact;9;months;month;0.75;Labrador Retriever;Queensland Heeler;FALSE;Black;;White;
Transfer;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Collie Smooth ;;TRUE;Brown;;White;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;6;years;year;6;Dachshund Longhair ;;TRUE;Red;;;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;1;year;year;1;German Shepherd ;;TRUE;Black;;Brown;
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Beagle;Labrador Retriever;FALSE;Sable;;White;
Transfer;Dog;Neutered Male;Male;Non-intact;6;months;month;0.5;German Shepherd;Labrador Retriever;FALSE;Black;;White;
Adoption;Cat;Neutered Male;Male;Non-intact;3;months;month;0.25;Domestic Shorthair ;;TRUE;Orange;Tabby;White;
Transfer;Dog;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Pit Bull ;;TRUE;Brown;Brindle;White;
Transfer;Cat;Intact Male;Male;Intact;5;months;month;0.416666667;Domestic Shorthair ;;TRUE;Orange;Tabby;White;
Adoption;Dog;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Labrador Retriever ;;TRUE;Tricolor;;;
Euthanasia;Cat;Spayed Female;Female;Non-intact;7;years;year;7;Domestic Longhair ;;TRUE;Calico;Point;;
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair ;;TRUE;Blue;Tabby;;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Pit Bull;Labrador Retriever;FALSE;Brown;;White;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Basset Hound;;FALSE;White;;Black;
Transfer;Cat;Intact Female;Female;Intact;3;weeks;week;0.057692308;Domestic Shorthair ;;TRUE;Orange;Tabby;White;
Adoption;Dog;Neutered Male;Male;Non-intact;5;months;month;0.416666667;Beagle ;;TRUE;Tan;;White;
Transfer;Cat;Intact Male;Male;Intact;3;weeks;week;0.057692308;Domestic Shorthair ;;TRUE;Black;;;
Transfer;Cat;Intact Male;Male;Intact;4;weeks;week;0.076923077;Domestic Shorthair ;;TRUE;Brown;Tabby;White;
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair ;;TRUE;Black;;;
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Standard Poodle;Labrador Retriever;FALSE;Black;;;
Transfer;Cat;Neutered Male;Male;Non-intact;7;months;month;0.583333333;Domestic Shorthair ;;TRUE;Brown;Tabby;;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Great Pyrenees ;;TRUE;White;;Gold;
Adoption;Cat;Spayed Female;Female;Non-intact;3;months;month;0.25;Domestic Shorthair ;;TRUE;Calico;;;
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Flat Coat Retriever ;;TRUE;Black;;White;
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair ;;TRUE;White;;Brown;Tabby
Adoption;Dog;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Labrador Retriever ;;TRUE;Blue;Merle;;
Transfer;Cat;Intact Female;Female;Intact;1;day;day;0.002737851;Domestic Shorthair ;;TRUE;Calico;;;
Transfer;Cat;Intact Female;Female;Intact;2;weeks;week;0.038461538;Domestic Shorthair ;;TRUE;Blue;;;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;5;years;year;5;Pit Bull ;;TRUE;Brown;;;
Transfer;Cat;Neutered Male;Male;Non-intact;10;years;year;10;American Shorthair ;;TRUE;Chocolate;Point;;
Euthanasia;Dog;Intact Male;Male;Intact;2;years;year;2;American Staffordshire Terrier ;;TRUE;Brown;;Black;
Return_to_owner;Dog;Intact Male;Male;Intact;3;years;year;3;Labrador Retriever ;;TRUE;Chocolate;;;
Adoption;Dog;Neutered Male;Male;Non-intact;4;years;year;4;Labrador Retriever ;;TRUE;Red;;Brown;
Transfer;Dog;Intact Female;Female;Intact;4;months;month;0.333333333;Chihuahua Shorthair ;;TRUE;Blue;;Tan;
Transfer;Cat;Intact Male;Male;Intact;3;weeks;week;0.057692308;Domestic Shorthair ;;TRUE;Brown;Tabby;White;
Adoption;Dog;Neutered Male;Male;Non-intact;3;months;month;0.25;Labrador Retriever;Chow Chow;FALSE;Yellow;;;
Transfer;Dog;Intact Male;Male;Intact;2;years;year;2;Chihuahua Shorthair ;;TRUE;Red;;;
Transfer;Cat;Unknown;Unknown;Unknown;2;weeks;week;0.038461538;Domestic Shorthair ;;TRUE;Calico;;;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Pit Bull ;;TRUE;Brown;Brindle;White;
Adoption;Dog;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Australian Kelpie ;;TRUE;Black;;White;
Transfer;Cat;Neutered Male;Male;Non-intact;1;year;year;1;Domestic Shorthair ;;TRUE;Brown;Tabby;;
Transfer;Dog;Intact Male;Male;Intact;6;months;month;0.5;Chihuahua Shorthair ;;TRUE;White;;Brown;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Pug ;;TRUE;Yellow;;;
Adoption;Dog;Spayed Female;Female;Non-intact;1;month;month;0.083333333;German Shepherd ;;TRUE;Black;;Brown;Brindle
Transfer;Dog;Neutered Male;Male;Non-intact;8;years;year;8;Weimaraner ;;TRUE;Fawn;;;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Australian Shepherd ;;TRUE;Blue;Merle;White;
Transfer;Cat;Intact Female;Female;Intact;1;year;year;1;Domestic Shorthair ;;TRUE;Calico;;;
Transfer;Dog;Spayed Female;Female;Non-intact;3;months;month;0.25;Chihuahua Shorthair ;;TRUE;Tan;;;
Transfer;Dog;Spayed Female;Female;Non-intact;6;years;year;6;Miniature Poodle;;FALSE;White;;;
Adoption;Dog;Neutered Male;Male;Non-intact;11;months;month;0.916666667;German Shepherd ;;TRUE;Black;;White;
Transfer;Cat;Intact Female;Female;Intact;1;month;month;0.083333333;Domestic Shorthair ;;TRUE;Black;;White;
Return_to_owner;Dog;Intact Male;Male;Intact;6;months;month;0.5;Cavalier Span;Papillon;FALSE;White;;Brown;
Transfer;Cat;Intact Male;Male;Intact;4;weeks;week;0.076923077;Domestic Shorthair ;;TRUE;Brown;Tabby;;
Adoption;Dog;Neutered Male;Male;Non-intact;8;months;month;0.666666667;Australian Kelpie ;;TRUE;Tricolor;;;
Transfer;Cat;Intact Female;Female;Intact;3;weeks;week;0.057692308;Domestic Medium Hair ;;TRUE;Orange;Tabby;;
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Pit Bull ;;TRUE;Tan;;White;
Transfer;Dog;Intact Female;Female;Intact;7;years;year;7;Chihuahua Shorthair ;;TRUE;White;;Brown;Brindle
Transfer;Dog;Intact Female;Female;Intact;3;months;month;0.25;Jack Russell Terrier ;;TRUE;Liver;;White;
Transfer;Cat;Intact Male;Male;Intact;1;month;month;0.083333333;Domestic Medium Hair;;FALSE;Blue;Tabby;White;
Return_to_owner;Cat;Neutered Male;Male;Non-intact;2;years;year;2;Domestic Shorthair ;;TRUE;Orange;Tabby;White;
Return_to_owner;Dog;Intact Female;Female;Intact;10;years;year;10;Pharaoh Hound;Australian Cattle Dog;FALSE;Tan;;White;
Transfer;Cat;Intact Female;Female;Intact;2;years;year;2;Domestic Shorthair ;;TRUE;Brown;Tabby;White;
Transfer;Cat;Intact Male;Male;Intact;4;weeks;week;0.076923077;Domestic Shorthair ;;TRUE;Orange;Tabby;White;
Adoption;Dog;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Beagle ;;TRUE;Tricolor;;;
Adoption;Dog;Neutered Male;Male;Non-intact;9;months;month;0.75;Pointer;Pit Bull;FALSE;White;;Brown;
Transfer;Dog;Intact Male;Male;Intact;1;month;month;0.083333333;Chihuahua Shorthair ;;TRUE;Tricolor;;;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;4;years;year;4;Pit Bull ;;TRUE;Black;;White;
Euthanasia;Dog;Intact Male;Male;Intact;5;months;month;0.416666667;Australian Shepherd ;;TRUE;Brown;;White;
Adoption;Dog;Spayed Female;Female;Non-intact;5;years;year;5;Australian Shepherd;Beagle;FALSE;Blue;Merle;Tan;
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Rottweiler;;FALSE;Black;;Tan;
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Labrador Retriever ;;TRUE;Black;;White;
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Medium Hair ;;TRUE;Brown;Tabby;;
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Chihuahua Shorthair ;;TRUE;Black;;Tan;
Transfer;Dog;Intact Male;Male;Intact;1;month;month;0.083333333;Chihuahua Shorthair;German Shepherd;FALSE;Brown;;Black;
Transfer;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Labrador Retriever ;;TRUE;Yellow;;;
Adoption;Dog;Spayed Female;Female;Non-intact;7;years;year;7;Chihuahua Shorthair;Rat Terrier;FALSE;White;;Tan;
Return_to_owner;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Black Mouth Cur;;FALSE;Gold;;;
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Chihuahua Shorthair ;;TRUE;Red;;White;
Transfer;Cat;Neutered Male;Male;Non-intact;5;months;month;0.416666667;Domestic Shorthair ;;TRUE;Black;;White;
Transfer;Cat;Unknown;Unknown;Unknown;3;weeks;week;0.057692308;Domestic Shorthair ;;TRUE;Calico;;;
Transfer;Cat;Unknown;Unknown;Unknown;1;week;week;0.019230769;Domestic Shorthair ;;TRUE;Orange;;White;
Return_to_owner;Dog;Spayed Female;Female;Non-intact;11;years;year;11;Golden Retriever ;;TRUE;Gold;;;
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Toy Poodle;;FALSE;White;;;
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Australian Cattle Dog;Belgian Malinois;FALSE;Blue;Merle;Tan;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;9;months;month;0.75;Border Terrier;Yorkshire Terrier;FALSE;Tan;;;
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Labrador Retriever ;;TRUE;Black;;White;
Return_to_owner;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Labrador Retriever ;;TRUE;Yellow;;;
Adoption;Cat;Spayed Female;Female;Non-intact;3;months;month;0.25;Domestic Medium Hair ;;TRUE;Brown;Tabby;White;
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Dachshund Longhair ;;TRUE;Black;;Brown;
Transfer;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair ;;TRUE;White;;Black;
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Harrier ;;TRUE;Black;;Tan;
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Medium Hair ;;TRUE;Brown;Tabby;White;
Return_to_owner;Cat;Neutered Male;Male;Non-intact;1;year;year;1;Domestic Shorthair ;;TRUE;Brown;Tabby;;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;4;years;year;4;Rhod Ridgeback;Labrador Retriever;FALSE;Brown;;;
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Pit Bull ;;TRUE;Brown;;White;
Adoption;Dog;Spayed Female;Female;Non-intact;8;years;year;8;Australian Cattle Dog;;FALSE;Blue;Tick;Brown;
Transfer;Cat;Intact Male;Male;Intact;3;weeks;week;0.057692308;Domestic Shorthair ;;TRUE;Blue;;;
Transfer;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair ;;TRUE;Orange;Tabby;;
Adoption;Dog;Spayed Female;Female;Non-intact;2;months;month;0.166666667;American Pit Bull Terrier ;;TRUE;White;;Brown;Brindle
Adoption;Cat;Neutered Male;Male;Non-intact;3;months;month;0.25;Domestic Shorthair ;;TRUE;Orange;Tabby;White;
Adoption;Cat;Neutered Male;Male;Non-intact;3;months;month;0.25;Domestic Shorthair ;;TRUE;Brown;Tabby;;
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Catahoula ;;TRUE;Blue;Merle;Brown;
Return_to_owner;Dog;Spayed Female;Female;Non-intact;6;months;month;0.5;Pointer ;;TRUE;Tan;;White;
Euthanasia;Cat;Intact Male;Male;Intact;3;years;year;3;Domestic Shorthair ;;TRUE;Blue;;;
Transfer;Dog;Intact Female;Female;Intact;3;years;year;3;Labrador Retriever ;;TRUE;Brown;;;
Adoption;Cat;Neutered Male;Male;Non-intact;10;years;year;10;Domestic Shorthair ;;TRUE;Black;;White;
Adoption;Cat;Neutered Male;Male;Non-intact;6;years;year;6;Domestic Longhair ;;TRUE;Blue;;White;
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair ;;TRUE;Orange;Tabby;White;
Transfer;Cat;Intact Male;Male;Intact;4;months;month;0.333333333;Domestic Shorthair ;;TRUE;Orange;Tabby;White;
Transfer;Dog;Intact Female;Female;Intact;5;years;year;5;Japanese Chin;;FALSE;White;;Tan;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Pit Bull;Catahoula;FALSE;Brown;Merle;White;
Return_to_owner;Dog;Intact Male;Male;Intact;3;years;year;3;American Staffordshire Terrier ;;TRUE;White;;Blue;
Transfer;Cat;Unknown;Unknown;Unknown;2;days;day;0.005475702;Domestic Shorthair ;;TRUE;Blue;;;
Adoption;Dog;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Labrador Retriever ;;TRUE;Black;;White;
Return_to_owner;Cat;Neutered Male;Male;Non-intact;5;years;year;5;Domestic Shorthair;;FALSE;Black;;White;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;5;years;year;5;Beagle;;FALSE;Brown;;White;
Transfer;Cat;Intact Male;Male;Intact;3;weeks;week;0.057692308;Domestic Shorthair ;;TRUE;Black;;;
Adoption;Cat;Spayed Female;Female;Non-intact;5;months;month;0.416666667;Domestic Longhair ;;TRUE;Orange;Tabby;White;
Transfer;Cat;Unknown;Unknown;Unknown;1;year;year;1;Domestic Shorthair ;;TRUE;Orange;Tabby;;
Adoption;Cat;Neutered Male;Male;Non-intact;1;month;month;0.083333333;Domestic Shorthair ;;TRUE;Brown;Tabby;White;
Adoption;Dog;Spayed Female;Female;Non-intact;9;months;month;0.75;Chihuahua Shorthair;Dachshund;FALSE;Black;;Brown;
Transfer;Dog;Intact Male;Male;Intact;2;months;month;0.166666667;Pit Bull;Chihuahua Shorthair;FALSE;Tan;;White;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Beagle;Pembroke Welsh Corgi;FALSE;Tan;;White;
Return_to_owner;Cat;Neutered Male;Male;Non-intact;2;years;year;2;Domestic Longhair ;;TRUE;Brown;Tabby;White;
Adoption;Dog;Neutered Male;Male;Non-intact;5;years;year;5;Siberian Husky ;;TRUE;Brown;;Tan;
Transfer;Cat;Intact Female;Female;Intact;5;months;month;0.416666667;Domestic Shorthair ;;TRUE;Black;;;
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Rat Terrier ;;TRUE;White;;Black;
Adoption;Dog;Spayed Female;Female;Non-intact;3;years;year;3;Chihuahua Shorthair;;FALSE;Tricolor;;;
Return_to_owner;Dog;Intact Male;Male;Intact;1;year;year;1;Mastiff ;;TRUE;Tan;;Black;
Adoption;Cat;Neutered Male;Male;Non-intact;1;year;year;1;Domestic Longhair ;;TRUE;Orange;Tabby;;
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair ;;TRUE;Black;;;
Adoption;Dog;Spayed Female;Female;Non-intact;3;years;year;3;Chihuahua Shorthair;;FALSE;White;;Tan;
Transfer;Cat;Intact Male;Male;Intact;1;month;month;0.083333333;Domestic Medium Hair ;;TRUE;Black;;;
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Rhod Ridgeback;Pit Bull;FALSE;White;;Brown;
Transfer;Dog;Intact Female;Female;Intact;1;year;year;1;Carolina Dog ;;TRUE;Tan;;White;
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Chihuahua Shorthair ;;TRUE;Black;;Brown;
Transfer;Cat;Unknown;Unknown;Unknown;2;weeks;week;0.038461538;Domestic Shorthair ;;TRUE;Brown;Tabby;;
Transfer;Dog;Neutered Male;Male;Non-intact;12;years;year;12;Dachshund ;;TRUE;Black;;Black;Brindle
